Order,Order Quantity,Sales,Ship Mode,Profit,Shipping Cost,Province
4638,39,706.3925,Regular Air,346.14,10.2,Munster
4639,15,76.94,Express Air,29.67,4.13,Connacht
4640,23,1176.944,Regular Air,53.65,65.71,Leinster
4641,50,1118.21,Regular Air,122.79,57.88,Munster
4642,41,277.35,Regular Air,103.28,28.27,Munster
4643,20,3050.81,Delivery Truck,124.04,602.86,Leinster
4644,9,130.43,Regular Air,8.7,6.69,Connacht
4645,23,144.03,Regular Air,37.04,3.67,Leinster
4646,3,234.768,Delivery Truck,54.23,17.71,Ulster
4647,27,79.44,Regular Air,29.85,11.04,Munster
4648,17,53.91,Regular Air,19.47,2.0,Ulster
4649,17,686.27,Regular Air,345.36,101.44,Ulster
4650,20,1583.06,Regular Air,328.0,108.67,Munster
4651,27,451.52,Regular Air,70.52,24.13,Leinster
4652,10,767.34,Regular Air,154.65,70.01,Connacht
4653,32,162.25,Express Air,43.21,9.31,Ulster
4654,30,5217.79,Delivery Truck,209.54,59.26,Munster
4655,48,12072.9,Delivery Truck,3064.51,258.4,Ulster
4656,8,22.37,Regular Air,14.09,1.77,Leinster
4657,43,1511.7,Regular Air,221.63,64.53,Leinster
4658,28,260.79,Regular Air,111.4,20.92,Connacht
4659,41,3731.59,Delivery Truck,605.52,121.6,Connacht
4660,34,563.82,Regular Air,188.22,10.49,Ulster
4661,26,122.51,Regular Air,45.14,20.96,Munster
4662,34,145.48,Express Air,32.43,3.56,Ulster
4663,27,360.7,Regular Air,146.17,13.08,Ulster
4664,27,233.92,Regular Air,80.75,4.32,Munster
4665,45,101.57,Regular Air,5.99,6.97,Ulster
4666,20,127.16,Regular Air,12.88,11.2,Leinster
4667,39,85.66,Regular Air,6.67,2.3,Munster
4668,43,1307.35,Express Air,154.24,119.57,Munster
4669,50,608.21,Regular Air,175.13,71.83,Connacht
4670,7,105.94,Regular Air,13.33,2.05,Munster
4671,34,286.9,Regular Air,36.63,7.87,Leinster
4672,15,687.52,Regular Air,223.76,20.55,Munster
4673,44,941.99,Delivery Truck,2111.36,162.12,Ulster
4674,15,140.56,Regular Air,128.38,10.86,Munster
4675,17,198.78,Regular Air,28.35,14.08,Connacht
4676,11,80.26,Regular Air,22.55,4.94,Connacht
4677,46,176.5,Regular Air,119.35,4.78,Connacht
4678,24,391.23,Regular Air,27.98,2.87,Ulster
4679,2,29.06,Regular Air,16.15,0.1,Connacht
4680,47,85.87,Regular Air,3.13,0.12,Ulster
4681,41,5930.34,Regular Air,427.68,88.39,Ulster
4682,18,3267.41,Delivery Truck,248.19,73.31,Munster
4683,20,244.39,Regular Air,114.1,20.54,Leinster
4684,19,126.53,Regular Air,73.38,16.85,Munster
4685,15,2211.734,Express Air,80.76,54.96,Connacht
4686,35,3640.83,Delivery Truck,6.8,475.28,Munster
4687,19,356.4645,Regular Air,9.11,3.39,Leinster
4688,43,210.66,Regular Air,145.72,15.14,Connacht
4689,18,388.15,Regular Air,44.21,16.54,Leinster
4690,17,135.38,Regular Air,71.12,12.9,Ulster
4691,25,290.46,Regular Air,31.55,36.8,Ulster
4692,33,249.48,Regular Air,73.83,35.76,Leinster
4693,39,9081.98,Express Air,2485.54,450.65,Ulster
4694,43,7731.09,Regular Air,222.17,84.04,Munster
4695,34,226.1,Regular Air,52.21,7.34,Ulster
4696,29,13571.7,Regular Air,3825.69,1809.93,Ulster
4697,41,159.74,Express Air,9.14,10.32,Connacht
4698,49,401.39,Express Air,161.95,73.68,Leinster
4699,12,3534.56,Regular Air,763.32,279.38,Leinster
4700,12,138.67,Regular Air,9.72,3.71,Leinster
4701,30,301.38,Regular Air,5.08,6.34,Munster
4702,34,154.43,Regular Air,133.77,8.48,Connacht
4703,47,306.77,Regular Air,102.06,22.12,Munster
4704,30,129.71,Regular Air,100.61,10.07,Ulster
4705,49,8252.360999999999,Regular Air,2418.56,537.15,Leinster
4706,7,387.17,Regular Air,204.65,1.24,Munster
4707,21,361.98,Regular Air,55.61,8.23,Connacht
4708,41,273.32,Regular Air,48.68,1.84,Connacht
4709,19,5441.06,Delivery Truck,557.2,137.19,Leinster
4710,10,1187.12,Delivery Truck,127.3,33.54,Connacht
4711,24,116.82,Regular Air,42.05,9.23,Ulster
4712,31,2080.035,Regular Air,844.9,177.4,Munster
4713,17,328.62699999999995,Regular Air,7.77,11.31,Ulster
4714,15,67.41,Regular Air,49.6,11.81,Munster
4715,40,253.89,Regular Air,103.77,2.52,Connacht
4716,13,245.82,Express Air,7.39,48.17,Connacht
4717,27,331.17,Regular Air,97.19,25.37,Munster
4718,2,24.53,Regular Air,28.14,1.32,Ulster
4719,23,753.75,Regular Air,31.17,58.57,Connacht
4720,12,1064.7865,Regular Air,181.01,8.2,Leinster
4721,36,5140.08,Delivery Truck,582.43,422.16,Ulster
4722,41,728.127,Regular Air,49.79,40.77,Leinster
4723,40,430.19,Regular Air,181.26,19.52,Munster
4724,23,294.68,Regular Air,23.35,24.49,Munster
4725,33,162.39,Regular Air,101.68,18.44,Leinster
4726,47,2926.33,Regular Air,499.27,450.21,Connacht
4727,31,878.77,Regular Air,373.52,141.61,Connacht
4728,47,24559.91,Delivery Truck,7358.66,467.98,Munster
4729,20,43.94,Regular Air,72.23,4.06,Leinster
4730,19,137.84,Regular Air,34.31,24.27,Ulster
4731,1,10.48,Regular Air,5.44,0.97,Ulster
4732,44,2443.342,Regular Air,590.32,166.02,Munster
4733,9,118.66,Regular Air,32.68,18.49,Ulster
4734,38,5016.25,Delivery Truck,189.35,119.64,Leinster
4735,27,1078.49,Regular Air,252.66,105.18,Leinster
4736,5,21.32,Express Air,2.2,0.31,Ulster
4737,12,1465.29,Regular Air,373.5,121.16,Connacht
4738,39,203.6,Regular Air,166.44,2.91,Connacht
4739,10,225.09,Regular Air,64.14,26.68,Leinster
4740,5,756.15,Delivery Truck,280.28,4.79,Leinster
4741,26,4679.1,Delivery Truck,111.52,274.93,Connacht
4742,15,1556.55,Regular Air,436.02,17.13,Munster
4743,14,2066.63,Regular Air,65.58,5.67,Connacht
4744,47,124.94,Express Air,2.4,9.83,Leinster
4745,4,7406.49,Regular Air,701.22,595.13,Leinster
4746,44,4530.96,Delivery Truck,993.35,548.86,Ulster
4747,33,167.07,Regular Air,102.36,1.63,Munster
4748,31,413.12,Express Air,10.22,5.76,Ulster
4749,21,101.13,Regular Air,74.41,2.93,Connacht
4750,30,11481.03,Delivery Truck,2799.65,962.04,Ulster
4751,4,41.06,Regular Air,16.39,7.83,Munster
4752,15,1444.88,Regular Air,236.61,98.37,Ulster
4753,19,70.32,Regular Air,56.07,6.92,Connacht
4754,9,46.48,Regular Air,1.82,3.46,Connacht
4755,46,325.97,Regular Air,255.22,3.63,Ulster
4756,3,2222.61,Regular Air,196.08,220.19,Connacht
4757,35,1327.59,Express Air,371.28,119.39,Connacht
4758,3,56.695,Regular Air,70.97,1.85,Leinster
4759,14,270.25,Regular Air,100.9,9.98,Ulster
4760,3,891.61,Delivery Truck,328.36,85.74,Leinster
4761,16,292.978,Regular Air,93.61,49.59,Munster
4762,10,308.363,Regular Air,42.27,45.54,Connacht
4763,39,314.26,Regular Air,71.05,18.18,Ulster
4764,16,88.19,Regular Air,25.97,4.32,Ulster
4765,46,259.25,Express Air,64.03,16.33,Connacht
4766,11,110.79,Regular Air,11.13,5.51,Ulster
4767,24,234.24,Regular Air,151.8,17.72,Munster
4768,41,320.42,Express Air,66.37,38.55,Connacht
4769,42,557.85,Regular Air,89.45,28.36,Connacht
4770,22,220.26,Regular Air,35.95,0.59,Connacht
4771,41,221.08,Regular Air,108.2,14.85,Connacht
4772,48,414.42,Regular Air,380.2,28.15,Ulster
4773,43,1281.28,Regular Air,415.85,41.65,Connacht
4774,7,182.89,Regular Air,99.3,0.69,Munster
4775,36,218.81,Regular Air,7.45,9.32,Leinster
4776,21,109.87,Regular Air,98.17,9.3,Connacht
4777,4,40.72,Express Air,10.25,1.51,Ulster
4778,32,197.49,Express Air,52.84,20.27,Ulster
4779,43,784.72,Regular Air,87.96,6.95,Munster
4780,12,115.45,Regular Air,23.53,3.87,Munster
4781,39,1818.76,Regular Air,843.12,85.0,Connacht
4782,49,233.28,Regular Air,112.35,7.85,Leinster
4783,23,872.97,Regular Air,22.63,140.12,Ulster
4784,43,7452.137,Regular Air,2028.36,411.03,Leinster
4785,5,78.79,Regular Air,21.29,4.92,Munster
4786,41,270.84,Express Air,78.02,19.71,Connacht
4787,31,1184.53,Regular Air,26.49,79.25,Connacht
4788,31,172.99,Regular Air,61.51,7.44,Munster
4789,1,57.84,Regular Air,41.77,5.7,Munster
4790,27,442.57,Regular Air,60.73,12.94,Connacht
4791,46,1895.55,Regular Air,807.62,17.27,Connacht
4792,13,87.91,Regular Air,27.91,5.45,Leinster
4793,6,155.48,Regular Air,6.64,21.87,Leinster
4794,40,5232.83,Delivery Truck,1461.65,42.28,Ulster
4795,28,10253.75,Delivery Truck,3256.81,1975.16,Ulster
4796,43,4687.6735,Express Air,1304.56,851.8,Leinster
4797,30,447.33,Regular Air,115.21,58.57,Connacht
4798,49,2693.514,Regular Air,662.05,174.37,Connacht
4799,37,2192.63,Regular Air,660.06,185.6,Ulster
4800,9,206.04,Regular Air,49.81,7.42,Munster
4801,10,64.13,Regular Air,28.97,9.6,Connacht
4802,26,182.09,Regular Air,28.15,29.87,Connacht
4803,33,3917.61,Delivery Truck,40.76,10.62,Munster
4804,11,49.58,Express Air,47.02,3.54,Munster
4805,14,174.89,Regular Air,37.04,0.01,Connacht
4806,6,62.03,Regular Air,17.31,4.37,Munster
4807,26,1911.4035,Regular Air,822.89,25.43,Leinster
4808,42,48.41,Regular Air,1.46,7.72,Leinster
4809,12,653.786,Regular Air,83.47,7.18,Connacht
4810,20,1531.411,Regular Air,365.42,128.24,Leinster
4811,24,126.58,Regular Air,18.27,9.0,Connacht
4812,27,63.71,Regular Air,96.03,6.14,Leinster
4813,4,284.0,Express Air,208.31,1.86,Leinster
4814,20,76.89,Regular Air,31.64,10.0,Munster
4815,41,6045.98,Delivery Truck,996.67,459.26,Munster
4816,6,9620.82,Regular Air,1759.58,385.32,Munster
4817,34,70.25,Regular Air,133.06,1.87,Leinster
4818,32,115.81,Regular Air,47.56,7.24,Leinster
4819,11,43.25,Regular Air,9.68,0.54,Ulster
4820,16,2013.8,Delivery Truck,98.43,49.77,Ulster
4821,45,4547.9,Delivery Truck,768.14,96.62,Munster
4822,15,31.32,Regular Air,30.26,4.68,Ulster
4823,11,773.74,Regular Air,309.48,120.29,Leinster
4824,9,64.29,Regular Air,18.85,12.65,Munster
4825,15,1532.4820000000002,Regular Air,43.0,74.4,Munster
4826,31,1768.969,Express Air,341.1,81.57,Connacht
4827,31,206.2865,Regular Air,111.98,12.0,Munster
4828,7,157.03,Regular Air,13.21,6.21,Munster
4829,19,65.85,Express Air,3.9,4.23,Connacht
4830,2,6.93,Regular Air,4.64,0.53,Leinster
4831,26,519.96,Regular Air,169.44,8.82,Munster
4832,50,881.65,Regular Air,41.27,29.07,Ulster
4833,46,180.56,Regular Air,15.79,20.69,Leinster
4834,43,6861.8545,Regular Air,1754.08,238.16,Leinster
4835,49,9752.25,Regular Air,3066.17,310.59,Connacht
4836,32,294.04,Regular Air,5.53,8.33,Munster
4837,40,3232.1335,Regular Air,696.95,89.05,Leinster
4838,50,264.05,Regular Air,25.05,38.13,Ulster
4839,25,12343.07,Delivery Truck,3972.72,1977.05,Connacht
4840,43,5041.46,Delivery Truck,2136.66,876.82,Ulster
4841,38,95.71,Regular Air,32.81,15.8,Ulster
4842,48,103.8,Regular Air,150.53,8.55,Leinster
4843,47,838.4,Express Air,132.91,102.28,Leinster
4844,43,12858.88,Regular Air,4833.27,204.4,Leinster
4845,45,1335.316,Regular Air,701.66,15.94,Ulster
4846,45,259.17,Regular Air,57.33,7.91,Leinster
4847,23,2296.76,Regular Air,241.15,82.68,Munster
4848,16,838.81,Regular Air,290.77,5.12,Leinster
4849,13,1193.62,Delivery Truck,304.47,198.61,Ulster
4850,49,1147.64,Regular Air,261.87,150.55,Munster
4851,13,970.47,Regular Air,192.38,135.76,Leinster
4852,29,480.13,Regular Air,53.67,51.01,Ulster
4853,10,484.2195,Express Air,33.79,9.79,Ulster
4854,24,269.57,Express Air,33.47,2.33,Munster
4855,44,565.01,Regular Air,10.33,41.63,Leinster
4856,14,211.88,Regular Air,78.45,32.52,Ulster
4857,6,1184.11,Regular Air,145.07,82.96,Connacht
4858,10,128.02,Regular Air,7.9,3.92,Leinster
4859,4,345.57,Regular Air,218.77,1.08,Ulster
4860,17,908.4119999999999,Express Air,71.19,118.81,Leinster
4861,49,1220.23,Regular Air,172.62,144.42,Leinster
4862,15,85.56,Regular Air,41.58,1.8,Munster
4863,8,460.5895,Regular Air,171.2,7.9,Ulster
4864,13,196.04,Regular Air,2.13,33.54,Connacht
4865,23,8127.51,Delivery Truck,1541.25,1032.37,Leinster
4866,3,30.37,Express Air,1.74,5.5,Ulster
4867,42,116.94,Express Air,10.01,4.08,Connacht
4868,43,1849.8,Regular Air,530.22,104.69,Leinster
4869,14,63.91,Regular Air,44.47,4.22,Connacht
4870,11,194.174,Regular Air,20.91,32.26,Munster
4871,31,1476.12,Delivery Truck,1401.17,144.39,Munster
4872,46,8246.86,Delivery Truck,433.29,695.62,Ulster
4873,10,14.15,Regular Air,1.29,0.65,Munster
4874,43,720.613,Regular Air,329.68,7.16,Ulster
4875,29,155.86,Regular Air,152.59,7.44,Leinster
4876,50,8221.2935,Regular Air,2342.21,833.78,Munster
4877,39,61.94,Regular Air,17.78,2.93,Leinster
4878,42,1085.4,Regular Air,262.32,23.79,Connacht
4879,30,1676.46,Delivery Truck,626.08,59.36,Ulster
4880,42,861.41,Regular Air,128.0,72.13,Munster
4881,43,452.93,Regular Air,172.34,44.93,Ulster
4882,7,855.03,Regular Air,1.68,77.58,Connacht
4883,3,19.47,Regular Air,14.29,1.58,Ulster
4884,7,1810.67,Delivery Truck,541.87,138.54,Munster
4885,4,49.86,Regular Air,21.77,4.42,Ulster
4886,24,1350.531,Regular Air,221.18,39.66,Leinster
4887,35,322.82,Regular Air,17.58,22.64,Connacht
4888,46,4804.0385,Regular Air,1077.92,433.81,Munster
4889,39,856.15,Express Air,330.03,61.34,Munster
4890,38,2773.0315,Regular Air,897.87,239.29,Connacht
4891,44,3644.5959999999995,Regular Air,1104.32,266.67,Leinster
4892,44,6815.23,Delivery Truck,196.07,160.1,Connacht
4893,42,3931.17,Regular Air,1174.02,318.38,Leinster
4894,37,5753.85,Regular Air,2509.52,255.86,Munster
4895,47,5051.89,Regular Air,1708.84,257.12,Connacht
4896,50,276.75,Regular Air,117.91,51.95,Ulster
4897,26,148.12,Regular Air,51.62,4.96,Munster
4898,43,1174.94,Regular Air,125.79,15.06,Connacht
4899,46,548.11,Regular Air,124.24,12.98,Leinster
4900,16,2366.18,Regular Air,703.8,102.8,Connacht
4901,41,356.28,Express Air,65.76,16.49,Connacht
4902,13,238.43,Regular Air,36.11,11.04,Connacht
4903,27,198.13,Regular Air,219.92,6.12,Ulster
4904,16,275.01,Regular Air,87.11,5.34,Leinster
4905,24,10480.271999999999,Delivery Truck,2271.68,669.06,Ulster
4906,11,30.51,Regular Air,17.68,1.21,Connacht
4907,47,5126.418,Regular Air,1557.64,340.79,Ulster
4908,4,473.88,Delivery Truck,183.26,30.47,Munster
4909,49,2047.58,Regular Air,902.62,189.77,Connacht
4910,10,79.68,Regular Air,18.24,5.62,Ulster
4911,23,149.31,Regular Air,98.42,22.35,Ulster
4912,21,128.86,Regular Air,42.81,9.78,Leinster
4913,28,149.0,Regular Air,119.48,11.71,Connacht
4914,29,1267.42,Regular Air,177.79,119.37,Leinster
4915,24,599.1,Regular Air,3.82,28.96,Ulster
4916,18,1531.93,Delivery Truck,326.56,60.42,Connacht
4917,24,382.19,Express Air,11.39,73.18,Leinster
4918,29,5382.3105,Regular Air,1419.05,47.87,Munster
4919,41,576.58,Regular Air,81.55,39.37,Leinster
4920,3,71.49,Regular Air,41.98,2.51,Connacht
4921,43,2433.53,Regular Air,946.7,19.22,Munster
4922,18,115.71,Regular Air,91.61,0.43,Munster
4923,31,86.1,Regular Air,32.7,3.38,Munster
4924,18,45.8,Regular Air,52.92,1.89,Leinster
4925,24,3366.1,Delivery Truck,335.32,173.44,Leinster
4926,24,163.36,Regular Air,65.54,11.83,Leinster
4927,47,671.03,Regular Air,67.86,18.49,Connacht
4928,13,642.66,Regular Air,82.35,117.87,Connacht
4929,29,180.38,Regular Air,119.32,2.44,Munster
4930,21,7981.2,Delivery Truck,592.52,53.15,Munster
4931,25,79.37,Regular Air,6.14,6.69,Ulster
4932,32,3205.24,Delivery Truck,1115.99,73.37,Connacht
4933,34,11823.52,Regular Air,4592.74,947.55,Leinster
4934,3,121.12,Regular Air,118.82,11.02,Munster
4935,1,10.17,Express Air,4.09,0.53,Ulster
4936,16,6573.75,Delivery Truck,1197.05,607.13,Munster
4937,44,839.19,Regular Air,76.38,125.02,Leinster
4938,13,2388.636,Regular Air,191.0,127.14,Leinster
4939,10,525.674,Regular Air,147.02,78.92,Munster
4940,23,2433.55,Regular Air,355.93,369.29,Leinster
4941,43,319.69,Regular Air,73.66,29.78,Connacht
4942,7,344.301,Express Air,22.9,66.35,Munster
4943,1,74.31,Regular Air,73.1,6.87,Munster
4944,21,2292.1015,Regular Air,398.36,385.22,Leinster
4945,4,70.02,Regular Air,30.63,0.55,Ulster
4946,40,6147.24,Delivery Truck,632.98,980.53,Leinster
4947,29,357.96,Regular Air,10.44,7.43,Leinster
4948,5,54.8,Regular Air,15.3,4.18,Connacht
4949,2,14.75,Regular Air,11.42,0.05,Connacht
4950,2,51.21,Regular Air,27.53,3.11,Connacht
4951,17,734.25,Express Air,160.58,37.4,Ulster
4952,8,1749.64,Delivery Truck,533.23,195.71,Leinster
4953,38,572.74,Regular Air,53.31,49.96,Leinster
4954,22,136.18,Regular Air,43.26,3.98,Connacht
4955,23,123.15,Regular Air,22.98,3.24,Ulster
4956,41,78.49,Regular Air,5.53,1.8,Leinster
4957,49,587.71,Regular Air,26.28,9.84,Munster
4958,13,49.08,Regular Air,0.31,5.89,Connacht
4959,3,441.43,Regular Air,154.45,85.29,Connacht
4960,46,23949.51,Express Air,1312.84,4448.6,Ulster
4961,37,376.58,Regular Air,1.33,22.06,Leinster
4962,10,315.42,Regular Air,41.26,18.78,Munster
4963,46,225.13,Express Air,205.75,10.89,Ulster
4964,47,148.26,Express Air,49.04,24.48,Ulster
4965,22,1239.4445,Regular Air,165.5,52.04,Ulster
4966,18,225.37,Express Air,77.53,4.39,Munster
4967,44,2507.79,Delivery Truck,779.81,207.76,Connacht
4968,46,446.06,Regular Air,161.32,39.18,Munster
4969,25,2614.3705,Regular Air,384.01,251.9,Connacht
4970,11,32.4,Regular Air,8.78,1.29,Leinster
4971,41,1258.97,Regular Air,112.58,82.49,Ulster
4972,43,130.36,Regular Air,58.52,11.94,Leinster
4973,28,154.61,Regular Air,82.82,12.58,Connacht
4974,37,709.91,Regular Air,93.43,83.08,Connacht
4975,33,207.01,Regular Air,36.9,37.49,Connacht
4976,4,467.15,Delivery Truck,212.34,13.83,Munster
4977,1,11.64,Regular Air,10.73,1.55,Munster
4978,35,801.44,Regular Air,308.12,57.59,Munster
4979,17,585.47,Express Air,178.14,3.14,Ulster
4980,35,6130.9,Delivery Truck,583.15,977.23,Leinster
4981,2,10.48,Regular Air,5.65,0.75,Connacht
4982,30,736.3,Regular Air,259.07,135.02,Leinster
4983,6,20.47,Regular Air,0.74,0.28,Munster
4984,3,72.63,Express Air,26.94,0.54,Leinster
4985,42,4273.35,Regular Air,892.03,417.47,Leinster
4986,26,208.6,Regular Air,56.45,31.19,Connacht
4987,50,281.81,Regular Air,42.45,8.58,Ulster
4988,24,60.69,Express Air,25.65,2.68,Leinster
4989,47,1943.72,Regular Air,1003.58,172.63,Connacht
4990,17,233.01,Express Air,88.88,21.1,Connacht
4991,10,55.82,Regular Air,28.85,3.53,Munster
4992,19,2557.51,Delivery Truck,168.48,338.58,Munster
4993,22,1082.8,Regular Air,299.35,174.5,Connacht
4994,21,3508.33,Regular Air,546.98,382.6,Leinster
4995,14,2232.06,Regular Air,542.16,61.82,Connacht
4996,27,341.1,Regular Air,4.75,22.66,Munster
4997,23,220.97,Regular Air,25.86,8.83,Leinster
4998,41,204.99,Regular Air,95.99,6.21,Leinster
4999,11,61.46,Express Air,47.83,1.31,Connacht
5000,50,2842.54,Regular Air,1315.75,244.86,Ulster
5001,23,862.64,Regular Air,122.11,50.92,Leinster
5002,45,580.96,Regular Air,33.47,3.32,Munster
5003,9,44.51,Regular Air,43.48,6.4,Leinster
5004,3,143.9815,Regular Air,283.23,4.95,Connacht
5005,8,2174.96,Delivery Truck,223.89,401.54,Munster
5006,23,1196.86,Regular Air,12.51,64.29,Leinster
5007,27,176.1,Regular Air,75.71,7.04,Ulster
5008,14,877.47,Regular Air,151.24,38.33,Leinster
5009,28,169.22,Regular Air,165.11,24.73,Ulster
5010,5,22.77,Regular Air,6.2,0.1,Ulster
5011,1,199.48,Delivery Truck,120.24,30.1,Leinster
5012,3,31.35,Regular Air,14.62,1.33,Ulster
5013,16,237.54,Regular Air,29.76,31.99,Connacht
5014,18,1383.2,Regular Air,23.44,165.37,Connacht
5015,40,1305.85,Regular Air,65.01,11.44,Leinster
5016,20,137.97,Regular Air,123.94,13.3,Connacht
5017,20,246.63,Regular Air,31.54,3.33,Ulster
5018,12,1171.232,Express Air,43.25,85.55,Leinster
5019,39,434.73,Regular Air,12.2,34.61,Connacht
5020,43,938.37,Regular Air,251.17,39.53,Leinster
5021,37,5817.88,Delivery Truck,567.14,62.77,Leinster
5022,50,343.94,Regular Air,157.4,61.99,Ulster
5023,38,325.75,Regular Air,124.25,30.09,Leinster
5024,31,5404.18,Delivery Truck,241.06,352.81,Ulster
5025,12,1634.98,Regular Air,120.45,59.39,Munster
5026,44,12689.87,Delivery Truck,169.23,726.02,Leinster
5027,21,141.2,Regular Air,74.44,11.03,Leinster
5028,40,2405.4575,Regular Air,571.54,177.18,Connacht
5029,24,416.4,Regular Air,24.33,21.55,Munster
5030,4,12.8,Regular Air,2.21,1.56,Leinster
5031,3,49.59,Express Air,8.38,3.29,Munster
5032,31,1772.2245,Regular Air,390.86,198.33,Ulster
5033,37,252.99,Regular Air,28.76,47.6,Connacht
5034,30,1035.95,Regular Air,342.41,125.34,Leinster
5035,1,5.63,Regular Air,3.55,0.79,Munster
5036,19,6648.58,Delivery Truck,555.98,35.34,Ulster
5037,32,204.21,Express Air,204.81,2.76,Connacht
5038,5,199.16,Regular Air,64.87,5.48,Connacht
5039,15,803.04,Regular Air,282.32,16.09,Connacht
5040,45,1038.82,Regular Air,78.36,9.12,Munster
5041,8,149.51,Regular Air,31.11,28.57,Leinster
5042,35,3337.5165,Regular Air,850.54,150.48,Munster
5043,43,606.98,Regular Air,21.08,35.49,Ulster
5044,23,114.14,Regular Air,65.62,13.58,Ulster
5045,50,315.02,Regular Air,95.16,15.39,Munster
5046,25,612.93,Regular Air,5.04,33.31,Connacht
5047,27,566.12,Regular Air,19.33,103.02,Leinster
5048,23,8225.24,Delivery Truck,1909.03,606.37,Ulster
5049,8,1219.19,Regular Air,44.37,152.74,Munster
5050,42,2040.95,Regular Air,1231.87,170.2,Connacht
5051,30,146.72,Regular Air,18.26,1.59,Munster
5052,49,1959.43,Regular Air,467.72,170.04,Leinster
5053,33,216.77,Regular Air,55.11,17.02,Ulster
5054,40,259.83,Regular Air,80.73,9.31,Munster
5055,1,31.96,Regular Air,74.64,5.62,Leinster
5056,6,129.5,Regular Air,65.49,5.71,Leinster
5057,7,368.0245,Regular Air,218.81,32.28,Ulster
5058,4,13070.2,Delivery Truck,6923.6,1067.13,Connacht
5059,28,164.5,Regular Air,62.68,4.65,Munster
5060,36,188.34,Regular Air,110.16,24.92,Ulster
5061,7,59.99,Regular Air,13.78,0.55,Ulster
5062,43,113.43,Regular Air,24.27,13.87,Leinster
5063,3,19.05,Regular Air,14.81,0.45,Leinster
5064,13,250.75,Regular Air,43.52,21.85,Connacht
5065,25,280.43,Regular Air,39.52,18.2,Leinster
5066,41,1011.67,Regular Air,74.64,26.16,Connacht
5067,37,744.0,Regular Air,215.8,130.48,Connacht
5068,49,213.71,Regular Air,208.02,4.01,Munster
5069,44,2587.53,Regular Air,401.85,328.62,Leinster
5070,36,2144.924,Regular Air,542.25,68.74,Connacht
5071,21,788.85,Regular Air,317.53,8.03,Leinster
5072,3,32.49,Regular Air,5.05,1.03,Leinster
5073,31,1401.75,Regular Air,426.44,70.9,Connacht
5074,26,258.11,Express Air,9.95,3.16,Munster
5075,10,86.0,Regular Air,66.91,0.89,Munster
5076,16,77.96,Regular Air,16.65,4.93,Ulster
5077,3,394.34,Regular Air,352.38,39.15,Munster
5078,13,192.44,Regular Air,6.77,13.75,Munster
5079,44,1317.34,Regular Air,555.93,45.2,Leinster
5080,35,205.87,Regular Air,65.88,8.54,Connacht
5081,27,217.93,Regular Air,29.02,12.47,Munster
5082,47,178.51,Regular Air,82.3,9.1,Connacht
5083,13,95.68,Express Air,15.27,5.34,Ulster
5084,46,876.59,Regular Air,233.6,68.73,Ulster
5085,4,24.32,Express Air,2.97,0.88,Connacht
5086,8,53.89,Regular Air,17.63,9.21,Ulster
5087,3,26.23,Regular Air,13.72,2.03,Leinster
5088,24,4276.096,Regular Air,505.98,729.51,Leinster
5089,24,2239.52,Regular Air,330.5,158.49,Ulster
5090,44,1512.25,Regular Air,195.48,0.18,Munster
5091,21,44.08,Express Air,9.09,1.33,Leinster
5092,4,58.44,Express Air,7.04,4.96,Ulster
5093,45,186.44,Regular Air,157.18,13.76,Ulster
5094,50,1027.66,Regular Air,184.07,144.11,Munster
5095,37,1894.1655,Regular Air,134.73,236.37,Munster
5096,20,88.82,Regular Air,38.35,3.78,Leinster
5097,26,65.21,Regular Air,41.6,3.68,Ulster
5098,46,1736.53,Regular Air,457.03,38.2,Connacht
5099,12,769.17,Delivery Truck,212.01,62.86,Munster
5100,35,1142.36,Regular Air,72.78,4.0,Munster
5101,37,641.89,Regular Air,207.3,1.52,Munster
5102,21,480.39,Regular Air,144.66,7.61,Ulster
5103,10,1351.6529999999998,Express Air,202.85,127.61,Leinster
5104,13,928.9055,Regular Air,23.93,23.87,Leinster
5105,15,81.66,Regular Air,31.99,4.88,Connacht
5106,13,178.13,Regular Air,19.75,24.64,Munster
5107,35,1665.0395,Regular Air,366.51,28.57,Munster
5108,22,846.59,Regular Air,1.95,55.71,Connacht
5109,45,4072.8175,Regular Air,897.36,212.34,Ulster
5110,8,35.28,Regular Air,39.07,4.07,Leinster
5111,12,714.3910000000001,Regular Air,62.33,122.93,Munster
5112,16,587.88,Express Air,135.37,74.67,Munster
5113,28,1546.3965,Express Air,226.72,206.92,Munster
5114,5,22.56,Regular Air,25.56,0.18,Ulster
5115,2,79.58,Regular Air,38.28,9.38,Leinster
5116,9,89.55,Regular Air,375.64,7.71,Leinster
5117,40,158.7,Regular Air,196.8,15.11,Munster
5118,13,1940.31,Delivery Truck,668.19,358.01,Munster
5119,50,8038.08,Regular Air,2821.41,1001.67,Leinster
5120,7,42.66,Express Air,30.74,2.34,Connacht
5121,18,3497.05,Regular Air,282.18,66.22,Ulster
5122,45,3116.7715,Regular Air,106.51,285.32,Leinster
5123,24,2694.01,Express Air,994.31,88.72,Connacht
5124,40,879.54,Regular Air,166.93,12.98,Munster
5125,8,1042.25,Regular Air,195.16,28.53,Munster
5126,38,15655.24,Regular Air,4818.29,334.42,Ulster
5127,14,5388.8,Delivery Truck,115.08,913.08,Connacht
5128,50,155.54,Regular Air,15.66,3.96,Munster
